,"Yavapai County, AZ",4025,2014,2014,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,26,218405,11.9,12.8
,"Yavapai County, AZ",4025,2014,2014,"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent",Y14,15,218405,6.9 (Unreliable),8.0 (Unreliable)
,"Yuma County, AZ",4027,2014,2014,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,33,203111,16.2,18.1
,"Benton County, AR",5007,2014,2014,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,11,243991,4.5 (Unreliable),4.4 (Unreliable)
,"Garland County, AR",5051,2014,2014,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,11,97183,11.3 (Unreliable),13.8 (Unreliable)
,"Pulaski County, AR",5119,2014,2014,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,22,392633,5.6,5.3
,"Washington County, AR",5143,2014,2014,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,12,219891,5.5 (Unreliable),5.5 (Unreliable)
,"Alameda County, CA",6001,2014,2014,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,20,1608868,1.2,1
,"Alameda County, CA",6001,2014,2014,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,39,1608868,2.4,2.2
,"Alameda County, CA",6001,2014,2014,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,82,1608868,5.1,4.7
,"Alameda County, CA",6001,2014,2014,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,12,1608868,0.7 (Unreliable),0.6 (Unreliable)
,"Butte County, CA",6007,2014,2014,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,15,223974,6.7 (Unreliable),7.0 (Unreliable)
,"Butte County, CA",6007,2014,2014,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,15,223974,6.7 (Unreliable),6.5 (Unreliable)
,"Butte County, CA",6007,2014,2014,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,40,223974,17.9,15.6
,"Contra Costa County, CA",6013,2014,2014,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,31,1108996,2.8,2.6
,"Contra Costa County, CA",6013,2014,2014,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,33,1108996,3,2.8
,"Contra Costa County, CA",6013,2014,2014,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,47,1108996,4.2,4
,"El Dorado County, CA",6017,2014,2014,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,36,183031,19.7,17.1
,"Fresno County, CA",6019,2014,2014,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,39,963151,4,4.2
,"Fresno County, CA",6019,2014,2014,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,29,963151,3,3
,"Fresno County, CA",6019,2014,2014,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,42,963151,4.4,4.8
,"Humboldt County, CA",6023,2014,2014,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,14,134665,10.4 (Unreliable),10.0 (Unreliable)
,"Humboldt County, CA",6023,2014,2014,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,13,134665,9.7 (Unreliable),10.0 (Unreliable)
,"Imperial County, CA",6025,2014,2014,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,10,178866,5.6 (Unreliable),5.9 (Unreliable)
,"Imperial County, CA",6025,2014,2014,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,14,178866,7.8 (Unreliable),8.5 (Unreliable)
,"Kern County, CA",6029,2014,2014,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,49,872138,5.6,5.7
,"Kern County, CA",6029,2014,2014,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,39,872138,4.5,4.4
,"Kern County, CA",6029,2014,2014,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,98,872138,11.2,11.7
,"Kern County, CA",6029,2014,2014,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,15,872138,1.7 (Unreliable),1.7 (Unreliable)
,"Kings County, CA",6031,2014,2014,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,11,149669,7.3 (Unreliable),7.9 (Unreliable)
,"Lake County, CA",6033,2014,2014,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,17,64099,26.5 (Unreliable),22.0 (Unreliable)
,"Los Angeles County, CA",6037,2014,2014,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,106,10066615,1.1,1
,"Los Angeles County, CA",6037,2014,2014,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,194,10066615,1.9,1.8
,"Los Angeles County, CA",6037,2014,2014,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,312,10066615,3.1,3
,"Los Angeles County, CA",6037,2014,2014,"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X61,17,10066615,0.2 (Unreliable),0.2 (Unreliable)
,"Los Angeles County, CA",6037,2014,2014,"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X62,13,10066615,0.1 (Unreliable),0.1 (Unreliable)
,"Los Angeles County, CA",6037,2014,2014,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,67,10066615,0.7,0.7
,"Merced County, CA",6047,2014,2014,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,15,265139,5.7 (Unreliable),6.0 (Unreliable)
,"Monterey County, CA",6053,2014,2014,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,10,429902,2.3 (Unreliable),2.3 (Unreliable)
,"Monterey County, CA",6053,2014,2014,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,22,429902,5.1,5.2
,"Orange County, CA",6059,2014,2014,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,47,3134438,1.5,1.4
,"Orange County, CA",6059,2014,2014,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,59,3134438,1.9,1.8
,"Orange County, CA",6059,2014,2014,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,180,3134438,5.7,5.5
,"Orange County, CA",6059,2014,2014,"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X61,16,3134438,0.5 (Unreliable),0.5 (Unreliable)
,"Orange County, CA",6059,2014,2014,"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X62,10,3134438,0.3 (Unreliable),0.3 (Unreliable)
,"Orange County, CA",6059,2014,2014,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,49,3134438,1.6,1.4
,"Placer County, CA",6061,2014,2014,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,15,370486,4.0 (Unreliable),3.9 (Unreliable)
,"Riverside County, CA",6065,2014,2014,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,76,2322455,3.3,3.3
,"Riverside County, CA",6065,2014,2014,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,112,2322455,4.8,4.8
,"Riverside County, CA",6065,2014,2014,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,98,2322455,4.2,4.1
,"Riverside County, CA",6065,2014,2014,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,22,2322455,0.9,1
,"Sacramento County, CA",6067,2014,2014,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,70,1478137,4.7,4.6
,"Sacramento County, CA",6067,2014,2014,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,42,1478137,2.8,2.7
,"Sacramento County, CA",6067,2014,2014,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,80,1478137,5.4,5.1
,"Sacramento County, CA",6067,2014,2014,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,23,1478137,1.6,1.6
,"San Bernardino County, CA",6071,2014,2014,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,19,2105935,0.9 (Unreliable),0.9 (Unreliable)
,"San Bernardino County, CA",6071,2014,2014,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,39,2105935,1.9,1.8
,"San Bernardino County, CA",6071,2014,2014,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,27,2105935,1.3,1.3
,"San Bernardino County, CA",6071,2014,2014,"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X61,10,2105935,0.5 (Unreliable),0.5 (Unreliable)
,"San Bernardino County, CA",6071,2014,2014,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,12,2105935,0.6 (Unreliable),0.6 (Unreliable)
,"San Diego County, CA",6073,2014,2014,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,77,3258856,2.4,2.3
,"San Diego County, CA",6073,2014,2014,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,89,3258856,2.7,2.5
,"San Diego County, CA",6073,2014,2014,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,179,3258856,5.5,5.1
,"San Diego County, CA",6073,2014,2014,"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X61,16,3258856,0.5 (Unreliable),0.5 (Unreliable)
,"San Diego County, CA",6073,2014,2014,"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X62,11,3258856,0.3 (Unreliable),0.3 (Unreliable)
,"San Diego County, CA",6073,2014,2014,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,40,3258856,1.2,1.2
,"San Francisco County, CA",6075,2014,2014,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,27,850424,3.2,2.8
,"San Francisco County, CA",6075,2014,2014,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,57,850424,6.7,5.8
,"San Francisco County, CA",6075,2014,2014,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,64,850424,7.5,6.3
,"San Francisco County, CA",6075,2014,2014,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,10,850424,1.2 (Unreliable),1.1 (Unreliable)
,"San Joaquin County, CA",6077,2014,2014,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,27,713218,3.8,3.6
,"San Joaquin County, CA",6077,2014,2014,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,18,713218,2.5 (Unreliable),2.6 (Unreliable)
,"San Joaquin County, CA",6077,2014,2014,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,64,713218,9,8.9
,"San Luis Obispo County, CA",6079,2014,2014,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,13,278877,4.7 (Unreliable),5.1 (Unreliable)
,"San Luis Obispo County, CA",6079,2014,2014,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,13,278877,4.7 (Unreliable),4.7 (Unreliable)
,"San Mateo County, CA",6081,2014,2014,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,13,756819,1.7 (Unreliable),1.5 (Unreliable)
,"San Mateo County, CA",6081,2014,2014,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,15,756819,2.0 (Unreliable),1.8 (Unreliable)
,"San Mateo County, CA",6081,2014,2014,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,28,756819,3.7,3.2
,"San Mateo County, CA",6081,2014,2014,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,10,756819,1.3 (Unreliable),1.2 (Unreliable)
,"Santa Barbara County, CA",6083,2014,2014,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,32,440553,7.3,7.1
,"Santa Clara County, CA",6085,2014,2014,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,46,1889824,2.4,2.2
,"Santa Clara County, CA",6085,2014,2014,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,20,1889824,1.1,1
,"Santa Clara County, CA",6085,2014,2014,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,33,1889824,1.7,1.6
,"Santa Cruz County, CA",6087,2014,2014,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,29,270971,10.7,10.6
,"Santa Cruz County, CA",6087,2014,2014,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,17,270971,6.3 (Unreliable),6.4 (Unreliable)
,"Shasta County, CA",6089,2014,2014,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,10,179717,5.6 (Unreliable),5.7 (Unreliable)
,"Shasta County, CA",6089,2014,2014,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,16,179717,8.9 (Unreliable),8.0 (Unreliable)
,"Solano County, CA",6095,2014,2014,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,13,429601,3.0 (Unreliable),2.8 (Unreliable)
,"Solano County, CA",6095,2014,2014,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,18,429601,4.2 (Unreliable),4.1 (Unreliable)
,"Solano County, CA",6095,2014,2014,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,24,429601,5.6,5.1
,"Sonoma County, CA",6097,2014,2014,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,15,499168,3.0 (Unreliable),2.6 (Unreliable)
,"Sonoma County, CA",6097,2014,2014,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,20,499168,4,3.8
,"Sonoma County, CA",6097,2014,2014,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,24,499168,4.8,4.4
,"Sonoma County, CA",6097,2014,2014,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,10,499168,2.0 (Unreliable),1.7 (Unreliable)
,"Stanislaus County, CA",6099,2014,2014,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,15,529754,2.8 (Unreliable),3.2 (Unreliable)
,"Stanislaus County, CA",6099,2014,2014,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,15,529754,2.8 (Unreliable),3.0 (Unreliable)
,"Stanislaus County, CA",6099,2014,2014,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,33,529754,6.2,6.4
,"Tulare County, CA",6107,2014,2014,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,12,456115,2.6 (Unreliable),2.9 (Unreliable)
,"Tulare County, CA",6107,2014,2014,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,14,456115,3.1 (Unreliable),3.2 (Unreliable)
,"Ventura County, CA",6111,2014,2014,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,13,844078,1.5 (Unreliable),1.6 (Unreliable)
,"Ventura County, CA",6111,2014,2014,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,26,844078,3.1,3.2
,"Ventura County, CA",6111,2014,2014,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,63,844078,7.5,7.1
,"Ventura County, CA",6111,2014,2014,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,15,844078,1.8 (Unreliable),1.7 (Unreliable)
,"Yolo County, CA",6113,2014,2014,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,12,208737,5.7 (Unreliable),5.6 (Unreliable)
,"Adams County, CO",8001,2014,2014,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,10,480446,2.1 (Unreliable),2.1 (Unreliable)
,"Adams County, CO",8001,2014,2014,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,45,480446,9.4,9.1
,"Adams County, CO",8001,2014,2014,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,19,480446,4.0 (Unreliable),4.1 (Unreliable)
,"Arapahoe County, CO",8005,2014,2014,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,13,618307,2.1 (Unreliable),2.2 (Unreliable)
,"Arapahoe County, CO",8005,2014,2014,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,27,618307,4.4,4.2
,"Arapahoe County, CO",8005,2014,2014,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,41,618307,6.6,6.6
,"Arapahoe County, CO",8005,2014,2014,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,11,618307,1.8 (Unreliable),1.8 (Unreliable)
,"Boulder County, CO",8013,2014,2014,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,16,313204,5.1 (Unreliable),4.5 (Unreliable)
,"Boulder County, CO",8013,2014,2014,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,13,313204,4.2 (Unreliable),4.1 (Unreliable)
,"Denver County, CO",8031,2014,2014,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,11,662425,1.7 (Unreliable),1.7 (Unreliable)
,"Denver County, CO",8031,2014,2014,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,48,662425,7.2,7.1
,"Denver County, CO",8031,2014,2014,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,55,662425,8.3,7.9
,"Douglas County, CO",8035,2014,2014,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,13,314981,4.1 (Unreliable),4.0 (Unreliable)
,"El Paso County, CO",8041,2014,2014,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,17,662647,2.6 (Unreliable),2.5 (Unreliable)
,"El Paso County, CO",8041,2014,2014,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,60,662647,9.1,8.9
,"El Paso County, CO",8041,2014,2014,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,28,662647,4.2,4.2
,"El Paso County, CO",8041,2014,2014,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,13,662647,2.0 (Unreliable),1.9 (Unreliable)
,"Jefferson County, CO",8059,2014,2014,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,25,559076,4.5,4.4
,"Jefferson County, CO",8059,2014,2014,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,30,559076,5.4,5.3
